"AcceptingNewPatients","Accessibility","AccountID","AccountName","ActiveMHDesignation","ActiveRSSOLicense","ActiveSUDLicense","AddressOneLine","CommunityMentalHealthCenter","CommunityMentalHealthClinic","DUIDWI","DisplayName","Fees","HideAddress","HoursofOperationFriday","HoursofOperationMonday","HoursofOperationSaturday","HoursofOperationSunday","HoursofOperationThursday","HoursofOperationTuesday","HoursofOperationWednesday","LanguagesSpoken","MentalHealthSettings","OffersTelehealth","OpioidTreatmentPrograms","Phone","PopulationServed","ProviderDirectoryFormModifiedDate","ProviderLocationDisplayLabel","RSSOServicesProvided","SubstanceUseServices","TelehealthRestrictions","Website","lat","lon"
"","","0014M00002FzeZcQAJ","Axis Health System Crested Butte","0","0","1","318 Elk Avenue Unit 25, Crested Butte, Colorado 81224","0","0","0","Axis Health System - Crested Butte","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","","0","970-252-3200","","5/24/2022 11:44 AM","318 Elk Avenue Unit 25_BR_ENCODED_Crested Butte, Colorado 81224","","Outpatient; Intensive Outpatient; General Treatment; Youth Treatment","","https://centermh.org/contact/crested-butte/","38.8694971","-106.9850698"
"","","0014M00002FzdzFQAR","Axis Health System Gunnison","0","0","1","710 N Taylor, Gunnison, Colorado 81230","0","0","1","Axis Health System - Gunnison","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","","0","970-641-0229","","6/22/2022 1:36 PM","710 N Taylor_BR_ENCODED_Gunnison, Colorado 81230","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Youth Treatment; Level II Four Plus","","https://centermh.org/contact/","38.5515982","-106.9240093"
"","","0014M00002Fzdy2QAB","Axis Health System Delta","0","0","1","107 West 11th Street, Delta, Colorado 81416","0","0","1","Axis Health System - Delta","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","","0","970-252-3200","","5/24/2022 11:49 AM","107 West 11th Street_BR_ENCODED_Delta, Colorado 81416","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Youth Treatment; Level II Four Plus","","https://centermh.org/contact/","38.7327865","-108.0710735"
"","","0014M00002FzeSRQAZ","Axis Health System Telluride","0","0","1","238 East Colorado Avenue Suite 9, Telluride, Colorado 81435","0","0","1","Axis Health System - Telluride","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","","0","970-728-6303","","6/22/2022 1:04 PM","238 East Colorado Avenue Suite 9_BR_ENCODED_Telluride, Colorado 81435","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Youth Treatment; Level II Four Plus","","https://centermh.org/contact/","37.9365161","-107.8091028"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA4RwAAL","Columbine Behavioral Healthcare - Axis Health System","1","0","1","281 Sawyer Dr, Unit 100, Durango, CO 81303","1","0","1","Columbine Behavioral Healthcare","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 6:00PM","","","8:00AM - 6:00PM","8:00AM - 6:00PM","8:00AM - 6:00PM","","Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center","","0","(970) 259-2162","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","5/19/2022 1:38 PM","281 Sawyer Dr, Unit 100_BR_ENCODED_Durango, CO 81303","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women; Level II Four Plus","","www.axishealthsystem.org","37.2422102","-107.8777101"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA4RxAAL","La Plata Integrated Healthcare - Axis Health System","0","0","1","1970 E 3rd Avenue, Lower Level, Durango, CO 81301","0","0","1","La Plata Integrated Healthcare","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 6:00PM","","","","0","(970) 335-2288","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","5/19/2022 1:46 PM","1970 E 3rd Avenue, Lower Level_BR_ENCODED_Durango, CO 81301","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","","www.axishealthsystem.org","37.284051","-107.873183"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA4RyAAL","Archuleta Integrated Healthcare - Axis Health System","0","0","1","52 Village Drive, Pagosa Springs, CO 81147","0","0","1","Archuleta Integrated Healthcare","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 6:00PM","","","8:00AM - 6:00PM","8:00AM - 6:00PM","8:00AM - 6:00PM","","","","0","(970) 264-2104","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","5/19/2022 1:31 PM","52 Village Drive_BR_ENCODED_Pagosa Springs, CO 81147","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women; Level II Four Plus","","www.axishealthsystem.org","37.2563547","-107.078629"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA4RuAAL","Crossroads at Grandview - Axis Health System","1","0","1","1125 Three Springs Blvd, Durango, CO 81301","0","0","0","Crossroads at Grandview","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","5:00AM - 5:00AM","5:00AM - 5:00AM","5:00AM - 5:00AM","","5:00AM - 5:00AM","5:00AM - 5:00AM","5:00AM - 5:00AM","English","72-Hour Treatment & Evaluation; Residential Short Term Treatment; Psychiatric Residential; Acute Treatment Unit","","0","(970) 403-0180","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","5/19/2022 1:43 PM","1125 Three Springs Blvd_BR_ENCODED_Durango, CO 81301","","Outpatient; General Treatment; Clinically Managed Residential Detoxification","","www.axishealthsystem.org","37.2341997","-107.8274271"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA3uCAAT","Cortez Integrated Healthcare - Axis Health System","0","0","1","691 E Empire Street, Cortez, CO 81321","0","0","1","Cortez Integrated Healthcare","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 6:00PM","","","8:00AM - 6:00PM","8:00AM - 6:00PM","8:00AM - 6:00PM","","","","0","(970) 565-7946","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","5/19/2022 1:41 PM","691 E Empire Street_BR_ENCODED_Cortez, CO 81321","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women; Level II Four Plus","","www.axishealthsystem.org","37.3555865","-108.5766037"
"","","0014M00002Fze67QAB","Axis Health System Crisis Walk-In Center & CSU","1","0","1","300 N Cascade, Montrose, Colorado 81401","0","0","0","Axis Health System - Crisis Walk-In Center & CSU","Medicaid; Self Pay; Sliding Fee Scale","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","72-Hour Treatment & Evaluation; Residential Short Term Treatment; Psychiatric Residential; Crisis Stabilization Unit","","0","970-252-3203","","6/22/2022 1:20 PM","300 N Cascade_BR_ENCODED_Montrose, Colorado 81401","","Clinically Managed Residential Detoxification","","https://centermh.org/contact/","38.4823371","-107.8792598"
"","","0014M00002FzdwuQAB","Axis Health System Montrose","0","0","1","605 Miami Road, Montrose, Colorado 81401","0","0","1","Axis Health System - Montrose","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","","0","9702523200","","6/22/2022 1:47 PM","605 Miami Road_BR_ENCODED_Montrose, Colorado 81401","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Youth Treatment; Level II Four Plus","","https://centermh.org/contact/","38.4821716","-107.8595438"
"","","0014M00002FzeJeQAJ","Axis Health System Norwood","0","0","1","1605 Grand Ave Suite #3, Norwood, Colorado 81423","0","0","1","Axis Health System - Norwood","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","","0","970-478-4113","","6/22/2022 1:15 PM","1605 Grand Ave Suite #3_BR_ENCODED_Norwood, Colorado 81423","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Youth Treatment; Level II Four Plus","","https://centermh.org/contact/","38.1309808","-108.2894222"
"","","0014M00002Fze2YQAR","Axis Health System Hotchkiss","0","0","1","110 W. Hotchkiss Avenue, Hotchkiss, Colorado 81419","0","0","0","Axis Health System - Hotchkiss","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","","0","970-252-3200","","5/24/2022 11:55 AM","110 W. Hotchkiss Avenue_BR_ENCODED_Hotchkiss, Colorado 81419","","Outpatient; General Treatment; Youth Treatment","","https://centermh.org/contact/","38.7982305","-107.7200009"
"","","0014M00002Fze4ZQAR","Axis Health System Naturita","0","0","1","212 E. Main Street, Naturita, Colorado 81422","0","0","1","Axis Health System - Naturita","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","","0","970-478-4113","","6/22/2022 1:26 PM","212 E. Main Street_BR_ENCODED_Naturita, Colorado 81422","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Youth Treatment; Level II Four Plus","","https://centermh.org/contact/","38.2165119","-108.5647529"
"","","0014M00002FzeO5QAJ","Axis Health System Ridgway","0","0","1","112 Village Square West Suite 201, Ridgway, Colorado 81432","0","0","1","Axis Health System - Ridgway","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","","0","970-497-5742","","6/22/2022 1:09 PM","112 Village Square West Suite 201_BR_ENCODED_Ridgway, Colorado 81432","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Youth Treatment; Level II Four Plus","","https://centermh.org/contact/","38.1522196","-107.7484114"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA43AAAT","CeDAR, Center for Dependency Addiction and Rehabilitation - Quentin","0","0","1","1693 N. Quentin St, Aurora, CO 80045","0","0","0","CeDAR, Center for Dependency Addiction and Rehabilitation - Aurora","Medicaid; Private Insurance; Self Pay","0","8:00AM - 6:30PM","8:00AM - 6:30PM","8:00AM - 6:30PM","8:00AM - 6:30PM","8:00AM - 6:30PM","8:00AM - 6:30PM","8:00AM - 6:30PM","English","","","0","(720) 848-3000","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Offender; Clients referred from Court/Judicial System; American Indian","","1693 N. Quentin St_BR_ENCODED_Aurora, CO 80045","","Outpatient; Intensive Outpatient; General Treatment; Gender Responsive Treatment for Women; Day Treatment (Partial Hospitalization); Clinically Managed Low Intensity Residential Services; Clinically Managed Medium Intensity Residential Services; Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment; Medically Monitored Inpatient Detoxification","","https:/www.cedarcolorado.org","39.7429787","-104.8451096"
"","","0016100001Th0DDAAZ","Center for Dependency Addiction and Rehabilitation, CeDAR - Arapahoe","0","0","1","5495 Arapahoe Ave. Suite 100E, Boulder, Colorado 80303","0","0","0","CeDAR, Center for Dependency Addiction and Rehabilitation - Boulder","","0","8:00AM - 8:00PM","8:00AM - 8:00PM","8:00AM - 8:00PM","8:00AM - 8:00PM","8:00AM - 8:00PM","8:00AM - 8:00PM","8:00AM - 8:00PM","","","","0","(303) 544-3630","","7/15/2022 9:38 AM","5495 Arapahoe Ave. Suite 100E_BR_ENCODED_Boulder, Colorado 80303","","Outpatient; Intensive Outpatient; General Treatment","","https://www.cedarcolorado.org/","40.0151011","-105.2262224"
"","","0014M0000227sKcQAI","Dove-CCTC","0","0","1","14485 E Fremont Ave, Englewood, Colorado 80112","0","0","1","DOVE Counseling - Englewood","","0","","","","","","","","","","","0","(303) 429-3400","","12/2/2022 8:41 AM","14485 E Fremont Ave_BR_ENCODED_Englewood, Colorado 80112","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System","","https://dovetx.com/","39.588256","-104.8208836"
"","Wheelchair","0016100001HA4BgAAL","DOVE Counseling - Thornton","0","0","1","9450 Huron Street Unit B, Thornton, CO 80260","0","0","1","DOVE Counseling - Thornton","Medicaid; Self Pay; Sliding Fee Scale","0","10:00AM - 3:00PM","9:00AM - 9:00PM","9:00AM - 5:00PM","","9:00AM - 9:00PM","9:00AM - 9:00PM","9:00AM - 9:00PM","English","","","0","(303) 429-3400","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Offender; Clients referred from Court/Judicial System; American Indian","7/15/2022 1:15 PM","9450 Huron Street Unit B_BR_ENCODED_Thornton, CO 80260","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Level II Four Plus","","https://dovetx.com/","39.8679987","-104.9962758"
"","","0016100001HA4QnAAL","Center for Recovery Inc - Oneida","0","0","1","Please contact this provider directly for location","0","0","0","Center For Recovery, Inc","Private Insurance","1","6:00PM - 9:00PM","6:00PM - 9:00PM","","","","","6:00PM - 9:00PM","","","Telehealth Only","0","303-694-7492","Men; Older Adults; Women","5/26/2022 10:49 AM","Please contact this provider directly for location","","Outpatient; Intensive Outpatient; General Treatment; Youth Treatment","","www.centerforrecovery.net","",""
"","","0016100001HA3yWAAT","Denver Area Youth Services - Harlan","1","0","0","363 S. Harlan St., STE 100, Lakewood, CO 80226","0","1","0","Denver Area Youth Services","Medicaid; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","English","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(303) 698-2300","LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","6/21/2022 12:00 PM","363 S. Harlan St., STE 100_BR_ENCODED_Lakewood, CO 80226","","Outpatient; Youth Treatment","","www.denveryouthservices.org","39.7098269","-105.0632761"
"","","0016100001HA43VAAT","Mile High Behavioral Health Care-Victor","1","0","1","2178 Victor St., Aurora, CO 80045","0","1","1","Mile High Behavioral Healthcare - Aurora","","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","Community Mental Health Clinic","","0","3038258113","Clients referred from Court/Judicial System","6/2/2022 4:43 PM","2178 Victor St._BR_ENCODED_Aurora, CO 80045","","Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Level II Four Plus","","www.milehighbehavioralhealthcare.org","39.7486374","-104.8323743"
"","","0016100001HA3fFAAT","Mile High Behavioral Health Care-Delaware","1","0","1","4242 Delaware St., Denver, CO 80203","0","1","1","Mile High Behavioral Healthcare - Denver","Medicaid; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 7:00PM","8:00AM - 3:00PM","","8:00AM - 7:00PM","8:00AM - 7:00PM","8:00AM - 7:00PM","English; Spanish","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(303) 825-8113","LGBTQIA+","6/28/2022 9:31 AM","4242 Delaware St._BR_ENCODED_Denver, CO 80203","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women; Level II Four Plus","","www.mhbhc.org","39.7748","-104.99207"
"","","0016100001HA3lmAAD","Mile High Behavioral Healthcare - Aspen Center","0","0","1","4335 W. 76th Ave., Westminster, CO 80216","0","0","0","Mile High Behavioral Healthcare - Westminster","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","","","0","3034267848","Homeless; Pregnant Person; Women; Offender; American Indian","11/29/2022 2:55 PM","4335 W. 76th Ave._BR_ENCODED_Westminster, CO 80216","","Gender Responsive Treatment for Women; Medically Monitored Intensive Residential Treatment","","www.milehighbehavioralhealthcare.org","39.8347922","-105.0461068"
"","","0014M00002Hj4DgQAJ","Mile High Behavioral Healthcare - Summit Wellness Hub","1","0","1","360 Peak One Drive, Suite 110D, Frisco, Colorado 80443","0","1","1","Mile High Behavioral Healthcare - Summit Wellness Hub","","0","8:00AM - 5:00PM","8:00AM - 7:00PM","8:00AM - 3:00PM","","8:00AM - 7:00PM","8:00AM - 7:00PM","8:00AM - 7:00PM","","Community Mental Health Clinic","","0","(303) 825-8113","","7/18/2022 1:49 PM","360 Peak One Drive, Suite 110D_BR_ENCODED_Frisco, Colorado 80443","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women; Level II Four Plus","","https://www.milehighbehavioralhealthcare.org/","39.5702044","-106.0760504"
"","Wheelchair","0016100001VrQ18AAF","Mile High Behavioral Health Care-Federal","1","0","1","3460 S. Federal Blvd, Sheridan, CO 80110","0","1","1","Mile High Behavioral Healthcare - Sheridan","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","","8:00AM - 3:00PM","","11:00AM - 7:00PM","11:00AM - 7:00PM","11:00AM - 7:00PM","English","Community Mental Health Clinic","","0","(303) 761-0200","LGBTQIA+; Men","5/25/2022 8:26 AM","3460 S. Federal Blvd_BR_ENCODED_Sheridan, CO 80110","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Clinically Managed Low Intensity Residential Services; Level II Four Plus","","www.MHBHC.org","39.6542385","-105.0246476"
